0,1,2,3,4,5,6,7
CHAMPIONS 125 - ChartChampions,https://d272f79eqy1rdf.cloudfront.net/781e49ec-a3f7-4661-a6fa-5da2871cfdb4/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTk5NTBjMGE3MyIsImNpcGhlcnRleHQiOiI3elRUNUZQTURzUHZ0TVBHT0p4OGVnWkcyUjNocmhzNGFJeWpIRmNDaG9TNTRwYkpNRGVSRFdqOGVycXMzN1V4IiwiaXYiOiIwOTM1ZWRmYTI0ZGU4MDMzYjg5MDI1ZTFiNjYwZDRhNSIsInNhbHQiOiIyMmM1MGRmOWI0NTk0NmU5ODc1MTc1ODBjMmM4OGM1MyJ9,,r1veo4,"October 31, 2021","<div class=""elementor-widget-container"">
<p><strong>1:09 - PREVIOUS WEEK REVIEW</strong></p>
<p><strong>7:47 - BTC TA</strong></p>
<ul>
<li>Daniel cares more about protecting his capital that is why he holds onto shorts longer</li>
<li>When POCs lay on top of each other it is a very strong level</li>
<li>Trades are to be had at the lows and at the highs but in the middle of the range taking a trade is a gamble</li>
<li>If there is no good trade set-up, don’t force it</li>
</ul>
<p><strong>39:46 - ETH TA</strong></p>
<p><strong>41:29 - BIT TA</strong></p>
<ul>
<li>When there is little data about a coin it is difficult to trade</li>
</ul>
<p><strong>48:39 - ADA TA</strong></p>
<p><strong>51:17 - DOT TA</strong></p>
<p><strong>52:33 - XTZ TA</strong></p>
<p><strong>54:47 - ATOM TA</strong></p>
<ul>
<li>In accumulation, you can expect heavy pull backs</li>
</ul>
<p><strong>56:16 - ALGO TA</strong></p>
<p><strong>57:32 - GRT TA</strong></p>
<p><strong>59:55 - LTC TA</strong></p>
<p><strong>1:00:13 - ALICE TA</strong></p>
<p><strong>1:00:32 - SHIB TA + POSSIBLE SET-UP</strong></p>
<ul>
<li>It respects technical very well</li>
</ul>
<p><strong>1:08:04 - Q&amp;A</strong></p>
<ul>
<li>For Daniel alt season is a meme - he trades alt if there is a good set-up</li>
<li>When breaching ATH and volume is still low it is not bullish. Daniel does not trade based of this information solely but he is just cautious, hedged and prepared for a (big) drop</li>
</ul>
</div>",c1c392ca975dcdc5192feec50f491e25
CHAMPIONS 124 - ChartChampions,https://d272f79eqy1rdf.cloudfront.net/6218b970-773e-4167-8453-2b48ddf4e3bd/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTk5NTNiYTQ5NyIsImNpcGhlcnRleHQiOiJQUVYweEs3XC9ab1F5RG1jWUI2MStvOEltYTNwT2xDV3ZGeFlqa1ErV0RiVGhcLzdzcW94OGJWdzFERW85Wmd0Y0siLCJpdiI6IjEwMWM2NDQyMGRmYjU1NWJmOWM1YmJjNGFjNzMyYjhhIiwic2FsdCI6IjIzMzZlYzk5YWIyMGUxOTIyNmYzZTU3MjhlMzY4NmVkIn0=,,r1i765,"October 24, 2021","<div class=""elementor-widget-container"">
<p><strong>1:49 - BTC TA</strong></p>
<ul>
<li>Whatever goes up fast can go down just as fast</li>
<li>Daniel covers EW count possibilities</li>
<li>Look for a running flat first but if it is lost, look for extended flat</li>
<li>You need other tools to trade from because EW count is still in the making, no one can know for sure</li>
<li>There is always an invalidation point which eliminated possibilities</li>
<li>Bearish count becomes likely when support levels are lost - until they hold there are still bullish perspectives</li>
<li>Expanded flat can be much more bullish</li>
<li>When you find the fractal that has been very respected you should be aware of it</li>
<li>When harmonic lines up with Fibonacci time it is very powerful while Fibonacci time alone is not as helpful (but it is good to be aware of it)</li>
</ul>
<p><strong>44:24 - POTENTIAL SET-UP</strong></p>
<ul>
<li>Whenever you want to counter trade patterns you should look for a reclaim to have a defined risk (SL)</li>
<li>Always think in probabilities</li>
<li>You have to be prepared for any scenario - know levels you want to trade to the upside and to the downside</li>
</ul>
<p><strong>58:11 - Q&amp;A</strong></p>
<ul>
<li>Daniel only trades level to level</li>
<li>There are different flats in EW theory</li>
<li>It is good to be aware of HTF CVD divergences but they do not offer a trade so they are not too important</li>
<li>Daniel likes to use CVD on LTFs (even 1 minute)</li>
</ul>
</div>",4be4cb37da2c2120ac7fa71bc9e6fe29
CHAMPIONS 123 - ChartChampions,https://d272f79eqy1rdf.cloudfront.net/12f580b4-2036-4b76-b083-46283d453f56/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTk5NTZhNDFjYiIsImNpcGhlcnRleHQiOiJiTXFkZXJiWkVRT0M4M3c3Q3pNcUpWbWNva2lJTVQwVjJLTG9SbHAzZ2hnN1FDaWJCVWt4dlwvOXpRSm1YeGRCYSIsIml2IjoiMzY3YmY0MWIyMmNmODU2ZjE0ZTQyZWE2NmEwZDM2YTAiLCJzYWx0IjoiMzdhODNlYTg2NjkwYWMxNjRjOThjZmVlNjYzZjIzY2QifQ==,,r1bqqx,"October 17, 2021","<div class=""elementor-widget-container"">
<p><strong>2:45 - BTC TA</strong></p>
<ul>
<li>With a lot of people on the sidelines, BTC funding is not so extreme even at the high prices</li>
<li>Bybit has the biggest volume</li>
<li>Trade the chart not the news, though being aware of an important event that can affect the price is a good idea</li>
<li>Always protect your capital (hedge)</li>
<li>It is better to be safe (hedge) and lose the trade than lose a lot of money if price drops hard</li>
<li>Keep in mind being overexposed can be dangerous</li>
<li>If you miss the trade there is always another really good trade</li>
<li>For every trade - winning, missing or losing - you should log it in the journal and write down the reason why</li>
<li>If you are only keeping your money you are better than 95% of people who are losing money in the market</li>
<li>When you are pre-setting orders you think you ‘know’ what is going to happen but trading is a game of probabilities so it is way better to set an alert and trade based off of the reaction</li>
<li>Trading what is happening at the time on LTF gives you high probabilities</li>
<li>It is all about mindset, all about psychology and consistency</li>
<li>Focusing on getting rich fast gets you rekt</li>
<li>With good risk management losing a trade does not matter</li>
<li>Also, cutting your losses fast is very important</li>
<li>Taking a big loss makes it difficult to make back your money</li>
<li>Be fearful when others are greedy and be greedy when others are fearful (extreme points). Be prepared for any scenario</li>
</ul>
<p><strong>59:55 - ETH TA</strong></p>
<p><strong>1:01:03 - Q&amp;A</strong></p>
<ul>
<li>The more price tests the level the weaker it gets</li>
</ul>
</div>",e8610e604ef8d18727bb9464283e6bd1
CHAMPIONS 122 - ChartChampions,https://d272f79eqy1rdf.cloudfront.net/fdb488a8-3f36-4200-9b7e-ab9520b550a6/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTk5NTk4NWUzNCIsImNpcGhlcnRleHQiOiJkNGo3TFNwQjNGblZ4S0kxb1d4dzBxOG1YOEFPV1BPZFl5aXJ3RTA2RDNyRFJ6WFN0d1B2ZVFcLzJBY0VmRWVYMiIsIml2IjoiMDc1ODAwYWZkZTBhYmI3ZjE4ZTBhOGE0ZGM3Y2Y4YTUiLCJzYWx0IjoiMzE0ZTBjYTkwZDMyNjEyOWE1ZGFhMzU4NWExODhlMzAifQ==,,r0safb,"October 10, 2021","<div class=""elementor-widget-container"">
<p><strong>0:46 - PREVIOUS WEEK REVIEW</strong></p>
<p><strong>2:48 - BTC TA</strong></p>
<ul>
<li>When BTC is range bound, first sign of weakness is when it loses range</li>
<li>In bull market, you hold your longs longer and shorts are quicker</li>
<li>When the rise is backed by low volume it means people are not entering (possibly waiting for lower)</li>
</ul>
<p><strong>28:31 - ELLIOTT WAVE COUNT</strong></p>
<ul>
<li>In a wave four there can be a flat or an extended flat</li>
<li>The lower the price goes the more bullish it is as there is still wave five coming</li>
<li>EWs give you the perspective where the price can go but you still have to trade in terms of probabilities</li>
<li>Always trade level to level</li>
<li>With each level lost probabilities increase of price going lower but until support holds there is no reason to be bearish</li>
<li>There are Fibonacci tools that can give potential ATH targets but as there are no real levels it is speculative</li>
</ul>
<p><strong>42:50 - POTENTIAL SET-UP</strong></p>
<ul>
<li>Swing trade can have a large invalidation but you can approach it by laddering into a position or enter on a MS change / sign of strength</li>
</ul>
<p><strong>48:30 - Q&amp;A</strong></p>
<ul>
<li>You can trade BTC when it goes up, down or sideways - all you need is to mark out levels you want to trade from and let the set-up come to you</li>
<li>Do not trade just random levels</li>
</ul>
</div>",f33f80893f2fb1f2a29ddcd09a055c61
CHAMPIONS 121 - ChartChampions,https://d272f79eqy1rdf.cloudfront.net/a8f8fd54-c548-4eaf-8b83-d18ee4906273/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTk5NWM4NzY2YSIsImNpcGhlcnRleHQiOiJ6bENWNFR0MGpIUFNUdkZMSmp2dkpCaFhYNGNVXC9FeVwvckZNUGs0ckF0RWpLTk9kSk5ocEl0cG92U3NPaFpJa20iLCJpdiI6Ijk5MGUwYjFhZTBjMGJkNjY2NDVjN2YzYzM5NzFjOWFjIiwic2FsdCI6ImJmMDUxNzRmN2NlNGNmOTg5YWU2ZGVlZGEwNjg5YTc1In0=,,r0fcuq,"October 3, 2021","<div class=""elementor-widget-container"">
<p><strong>1:20 - PREVIOUS WEEK REVIEW</strong></p>
<ul>
<li>Sometimes it is good to delete everything and approach the chart with fresh mind and new viewpoint.</li>
<li>It is good to remove prior biases that you had and then see if</li>
<li>Daniel likes to mark the higher level going upwards</li>
<li>Daniel pulls fixed range from different pivots to get a clearer picture</li>
<li>Fib speed fan is a big resistance and it is an extremely powerful tool</li>
<li>Hold on to your plan until the invalidation</li>
<li>Claiming VWAPs is a good sign</li>
<li>Always trade level to level</li>
<li>POC on SPs does not offer a good support level - it is not a high probability trade</li>
<li>Massive support can turn into massive resistance if flipped</li>
</ul>
<p><strong>51:25 - Q&amp;A</strong></p>
<ul>
<li>On speed fan .618 and .75 levels are best for Daniel (they are the most respected levels)</li>
<li>NLs and NSs are just the estimates, they cannot be trusted data, the only trusted data is the OI</li>
<li>While supports are held, it is bullish</li>
<li>It is good to acknowledge CME gap but Daniel would not trade based off it</li>
<li>For Daniel, EWs are the most helpful with the use of Fibonacci</li>
<li>When there is a high probability trade you have to go for it</li>
<li>It all comes down to having a plan</li>
</ul>
</div>",1d75f1c3f5a40d797629d7973d3aeb64
CHAMPIONS 120 - ChartChampions,https://d272f79eqy1rdf.cloudfront.net/8fdfebc0-666c-4aa7-9d85-86a5ade6f1e7/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTk5NWY3M2JlYiIsImNpcGhlcnRleHQiOiJFb0M2RldnQWZXblwvaTNaS2p1TDJHT2wwZ0pXY2lBMnRyamdkVU5ZUjZRM3Q1OFdoNUFUeThLZ0Q2R0Q1QUtcL3QiLCJpdiI6ImIxY2U2ZGE1YzllZTNmOWY3YmJmMGM1ZDM3NDQzMDc3Iiwic2FsdCI6IjcxMzI0NzFkMTUwMzY0N2RkNTVhNGE1OGIwYTBhNTEwIn0=,,r02cku,"September 26, 2021","<div class=""elementor-widget-container"">
<p>Swing trading is all about being prepared and patient. You make a plan and trade a plan.</p>
<p><strong>5:29 - BTC TA</strong></p>
<ul>
<li>Acceptance into the previous range VAH makes probable that the price will retrace to at least POC if not VAL</li>
<li>Change of MS changes the probabilities (sign of strength)</li>
<li>In trading, you do not need to know what will happen next to make money. You just need to know the levels to the upside and to the downside that you would like to trade and wait for reactions</li>
<li>When you are swing trading do the hard work, set alerts and when the trade comes to you, take it and don’t be emotional</li>
</ul>
<p><strong>24:13 - Q&amp;A</strong></p>
<ul>
<li>On every single trade Daniel takes profit one quickly and then moves his SL to entry (or breakeven) and let the trade run</li>
<li>His perspective on trading is not to make the maximum amount of money but consistent gains</li>
<li>Daniel also prefers to get stopped out and enter a new trade than compounding the trade unless he planned for it in advance</li>
<li>Statistically speaking double bottoms are very likely to be taken out but if double bottom happens on the weekend it is not that likely (less liquidity)</li>
</ul>
<p><strong>36:38 - ETH TA</strong></p>
<p><strong>39:32 - ALTCOINS QUICK OVERVIEW</strong></p>
<ul>
<li>EOS, BCH, LTC, LINK, ADA, UNI, AAVE, SUSHI, MATIC, XTZ, XTZ, DOT, ATOM, GRT, ALGO, SOL</li>
</ul>
<p><strong>47:36 - Q&amp;A</strong></p>
<ul>
<li>Daniel sometimes lets his scalp trade run and turn into a swing trade</li>
</ul>
</div>",c789db5949e0c1c2dd6029df6afd5953
CHAMPIONS 119 - ChartChampions,https://d1w88qxm6m8coi.cloudfront.net/champions-livestream-119/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTk5NjI2MzFkNiIsImNpcGhlcnRleHQiOiJCUzM4aitkQjJ6M3ZlbnNMMHVVXC9uaE5HKzBHVGhLMVplUng1RjBGTlwvNmtWUGVDejZ3QTNCWGJTXC9OQjBmV0w2IiwiaXYiOiI1M2YwYTZiY2M2NWE2MDc5MWJiYjhiZGM1NmMzNWRkMiIsInNhbHQiOiI5OTVhNzQ3M2IxODAzZjRhZjU0ZjdlM2Y1M2YzMTQ5ZSJ9,,r02er3,"September 19, 2021","<div class=""elementor-widget-container"">
<p><strong>3:04 - BTC TA</strong></p>
<ul>
<li>Victor leaves more significant levels on a chart</li>
<li>When price touches the level for the second time it is not so strong anymore</li>
<li>When you look at the HTF, you look for days or weeks of PA</li>
<li>At times ES and BTC are strongly correlated</li>
</ul>
<p><strong>40:12 - TOTW</strong></p>
<ul>
<li>Victor goes through potential set-up</li>
<li>He would wait for the reaction and not pre-set</li>
<li>The important thing is to make a plan and stick to it</li>
</ul>
<p><strong>45:52 - Q&amp;A</strong></p>
<p><strong>53:30 - ETH TA</strong></p>
<p><strong>55:41 - XTZ TA</strong></p>
<p><strong>1:01:32 - DOT TA</strong></p>
<p><strong>1:03:24 - SOL TA</strong></p>
<p><strong>1:05:09 - SUSHI TA</strong></p>
<p><strong>1:07:16 - Q&amp;A</strong></p>
<ul>
<li>You have to pay attention how price gets to the level of resistance or support (aggressive longs/shorts etc.)</li>
</ul>
</div>",9300efa961e6682e9c94a3c9f9cdb61a
CHAMPIONS 118 - ChartChampions,https://d272f79eqy1rdf.cloudfront.net/69c5d15f-ef4d-45be-a1b2-ec8ca422651e/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTk5NjUwNjA3ZiIsImNpcGhlcnRleHQiOiJPYWRPSlwvc3ZhbUlXdGphMEFCbWNMM0JtWDNxT1l3NHJvMElRblwvQzc3cjdLbEpBWUN2ODB0QnQxUFZ1RVBIXC9YIiwiaXYiOiI2YjU1N2ZjYTIzNjg5NmNjYjcyODgwNjg5ZWM3NDM5MSIsInNhbHQiOiIwZWE3MDBkZTM2YjM4ZDA1NjE2NjhjYTMxZjBhZDhmOSJ9,,qzj8xq,"September 12, 2021","<div class=""elementor-widget-container"">
<p><strong>4:47 - PREVIOUS WEEK REVIEW</strong></p>
<ul>
<li>Context is extremely important</li>
<li>Longs are only trapped once there is a proper rejection and loss of a support</li>
<li>Always trade the chart and not your bias</li>
</ul>
<p><strong>16:28 - BTC TA</strong></p>
<ul>
<li>Daniel goes through possible HTF harmonic patterns</li>
<li>It is good to be prepared for any type of a move but, of course trade the highest probabilities</li>
<li>Pitchfork must be well respected</li>
<li>Big retracements of BTC equal a very good buying opportunity, they are very healthy and bullish</li>
<li>When it looks as a little bit of a gamble, it is best to not take a trade</li>
</ul>
<p><strong>45:40 - XTZ TA</strong></p>
<p><strong>51:45 - DOT TA</strong></p>
<p><strong>55:04 - SUSHI TA</strong></p>
<p><strong>56:36 - SOL TA</strong></p>
<p><strong>59:20 - ALGO, ATOM TA</strong></p>
<p><strong>1:01:59 - AAVE TA</strong></p>
<p><strong>1:04:25 - ADA TA</strong></p>
<p><strong>1:04:42 - ETH TA</strong></p>
<p><strong>1:04:58 - LTC TA</strong></p>
<p><strong>1:06:35 - Q&amp;A</strong></p>
<ul>
<li>You do not need to know what is going to happen next to make money. All you need to know are levels to the upside and to the downside you’d like to trade</li>
</ul>
</div>",723dfdafc7f5048e10856245ef5a44cd
CHAMPIONS 117 - ChartChampions,https://d272f79eqy1rdf.cloudfront.net/b82c4fdd-272e-4e3e-9015-feb05ba78cdf/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTk5NjdmMjlmNCIsImNpcGhlcnRleHQiOiJIajFqWHdsMTBZNFNUa3BLOWFqYW1ZQjdMTFU1U3pZU2drc3E5azE4N0RzbDFqTzVMV0xlbXNQSmx5bXpvT2l0IiwiaXYiOiJmNTViMjE4NjRjOGI4YjljNTYyNGE5Mjk0OWQzOTI1NSIsInNhbHQiOiJjYzU3MjExODA2ZmFmZTQxMGYwZDNlOTQwZThmNWE2NyJ9,,qyzcys,"September 5, 2021","<div class=""elementor-widget-container"">
<p><strong>0:40 - PREVIOUS WEEK REVIEW</strong></p>
<p><strong>3:27 - BTC TA</strong></p>
<ul>
<li>Daniel prefers untapped levels only</li>
<li>It is best to short only on very strong HTF resistances</li>
<li>When POC’s are on top of each other, it is a very strong level</li>
<li>If the new channel was also respected in past, it gives you nice confidence</li>
<li>Trading a harmonic from point B is extremely speculative</li>
<li>If something changes in the market you have to adapt and not trade your bias</li>
</ul>
<p><strong>33:14 - Q&amp;A</strong></p>
<ul>
<li>Always trade level to level</li>
<li>X waves are failed impulses</li>
<li>EW’s are good but you need to know when to use them and when not - just like some other tools</li>
</ul>
<p><strong>45:14 - LTC TA</strong></p>
<ul>
<li>Daniel does not really like to trade LTC because it does not perform well</li>
</ul>
<p><em>NOTE:</em> Daniel’s favourite coins to trade are LINK, ADA, AAVE, SUSHI, XTZ, DOT, SOL because they are very volatile</p>
<p><strong>50:52 - ETH TA</strong></p>
<ul>
<li>When Daniel is bullish on ETH, he is bullish on alts in general</li>
</ul>
<p><strong>55:05 - BTC TOTW</strong></p>
<ul>
<li>Not every week there is a TOTW - Daniel still has one running from two weeks ago</li>
<li>He did read the market correct and did not short any of the rise which is important</li>
<li>If Daniel is not completely confident he will not give out the trade, he only trades the charts and reacts to what charts are telling him</li>
</ul>
</div>",becd15a3bca4048b9881fbe7f6d19833
CHAMPIONS 116 - ChartChampions,https://d272f79eqy1rdf.cloudfront.net/d7d03d07-719d-49b7-8c7e-c198dcd2d81e/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTk5NmFlNDcyOSIsImNpcGhlcnRleHQiOiIxUFhFRWJremhGVDk2S2tqVEtQWElscm1lTnB2b3hRZ0RVekdCMGw3TVwvVUw3dk93dFFySjhsYkFsVUF3ZW04TCIsIml2IjoiOTk4MmIyZDIyMzJiZWM4M2MzYTdiYWI2ZGUyMTgyZTAiLCJzYWx0IjoiNzNlYzg4MWVkNDkxZDI2MTk3ZjBlOTgwYjc2ZTJjODAifQ==,,qymcgu,"August 29, 2021","<div class=""elementor-widget-container"">
<p><strong>1:43 - BTC TA</strong></p>
<ul>
<li>When time and volume levels are different, Daniel keeps the more relevant ones, with more confluence</li>
<li>nPOC’s are getting really nice bounces</li>
<li>If there is no sign of weakness, Daniel does not short</li>
<li>Until real rejection, trade the trend</li>
<li>It is good to have a ‘connection’ with the market</li>
<li>When price goes down very fast, it can go up just as fast (and the opposite - no support, no resistance)</li>
<li>From EW point of view price is in a wave 3 until there is a proper rejection</li>
<li>EW counts are very adaptable (depending on PA)</li>
</ul>
<p><strong>43:13 - Q&amp;A</strong></p>
<ul>
<li>When price spends more time at the lows (time POC is lower) but the volume POC is higher, this is considered bullish, because volume is coming in on the rise, which is a good sign. The only way this becomes bearish is on losing the POC</li>
<li>dnPOC are very respected levels</li>
<li>When a move up is not supported with much volume it does not necessarily mean this is bearish - it might be a controlled move by bigger players</li>
<li>Context is very important - with this move up retail traders who are waiting for a pullback are left out (missing out)<br/>
Always trade level to level</li>
<li>Your bias can lean to whatever is more probable to happen but you always have to trade the charts - openly change the bias</li>
<li>Locking in profits is always important</li>
</ul>
</div>",1e25b6a27d9d2d63e796fca8c3a1bba5
CHAMPIONS 115 - ChartChampions,https://d272f79eqy1rdf.cloudfront.net/c67bf974-115c-4fd6-bd5c-c0402749ca6d/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTk5NmRlYzhhMSIsImNpcGhlcnRleHQiOiIzdUJmV3JTb2hZUE9DelJTMExXbFdBaTRqbVF4MXhsMGpZNmJUQjhnMVMxZHVPemxBRHdsKzVabko2a3lCNnU5IiwiaXYiOiIwNjQ3Yzk4YmY4ZDg5ZmZjMWM3ZWExMGU2NDBjMmY2ZSIsInNhbHQiOiIzMjQ4MTViZTRmNzZhN2U0Y2E4ODEyY2RjN2MxZGQ0MCJ9,,qycexo,"August 22, 2021","<div class=""elementor-widget-container"">
<p><strong>2:13 - BTC TA</strong></p>
<ul>
<li>So far BTC is keep on flipping resistances into supports on HTF</li>
<li>Victor pulls fixed range off the uptrend move and off the last consolidation area around ATH</li>
<li>Victor prefers Volume POC to time POC</li>
</ul>
<p><strong>25:32 - POTENTIAL SET-UP</strong></p>
<p><strong>29:44 - ETH TA</strong></p>
<p><strong>31:14 - SPX TA</strong></p>
<p><strong>31:52 - APPL TA</strong></p>
<p><strong>32:13 - AMZN TA</strong></p>
<p><strong>33:28 - TSLA TA</strong></p>
<p><strong>34:06 - NFLX TA</strong></p>
<p><strong>34:44 - NVDA TA</strong></p>
<p><strong>35:27 - ATVI TA</strong></p>
<p><strong>36:05 - TWLO TA</strong></p>
<p><strong>36:33 - ABNB TA</strong></p>
<p><strong>37:20 - COIN TA</strong></p>
<p><strong>38:32 - XAUUSD</strong></p>
<p><strong>39:46 - Q&amp;A</strong></p>
</div>",a94ba66e206e392f032709d27faffbb8
CHAMPIONS 114 - ChartChampions,https://d272f79eqy1rdf.cloudfront.net/1d2cc4e1-c655-4487-9ab0-776a56e30037/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTk5NzBjYjU5ZCIsImNpcGhlcnRleHQiOiJxVWFFQ0lMaUdLb09ETkZubnJXWDVOOFNnMDkwNFpIa01BZ2lIYzY1dDNacDd5OXRZNVdyTEFPeUs1aVJFOUowIiwiaXYiOiIyYzkwYjY2ZjIzMjk3NjlkZWI5YzJkZGM0YTJmMjFiYyIsInNhbHQiOiJjZjk0NDRlZDllNDMwYWQ5MWZjNDRlNTcwZjM0OWFlZSJ9,,qxwdws,"August 15, 2021","<div class=""elementor-widget-container"">
<p><strong>0:44 - BTC TA</strong></p>
<ul>
<li>When TV and Exo levels line up together it is even stronger</li>
<li>Daniel marks all the levels</li>
<li>He looks for a potential harmonic pattern. There are no required pivots yet but it is something to be aware of</li>
<li>Flipping last anchored VWAP resistance into support is very bullish</li>
<li>Daniel pulled fib speed fan from ATH to the last pivot low before the rally because it is very relevant pull for him</li>
</ul>
<p><strong>35:26 - Q&amp;A</strong></p>
<ul>
<li>Daniel’s EW did not change as it is a HTF EW</li>
<li>There are no high probabilities to put the high in on Saturday (low volume as the bigger traders do not trade on weekends)</li>
<li>Daniel always thinks what the majority would do for the heads up</li>
<li>He also always aims for a higher level of the Gartley harmonic (.66 instead of .618)</li>
</ul>
<p><strong>43:57 - POTENTIAL TRADE SET-UP</strong></p>
<ul>
<li>Always trade a chart, not what you want or think</li>
<li>Whenever there is an obvious trade Daniel is not keen on taking it</li>
</ul>
<p><strong>51:19 - ETH TA</strong></p>
<ul>
<li>We do not need to know the direction of the next move but just the levels to the upside and the downside we are interested in</li>
</ul>
</div>",f0010838054cb9f907107ca3fdab6bdb
CHAMPIONS 113 - ChartChampions,https://d272f79eqy1rdf.cloudfront.net/82111b0b-775d-4c7c-9ebb-14035d6d6beb/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTk5NzQwMWRmMyIsImNpcGhlcnRleHQiOiJFRnFtM2puVmY0elI2R0ZzODRKNFJMOEhRZkhVRDdoVUc5REZ2VCtCcEtKT1JSd0RnWHMrT3pNT0FpUU1Oa1wvViIsIml2IjoiZGY3YTEyYmM1ZTc0OGViZGJhNTdhMTg2MzYyYTc2NGMiLCJzYWx0IjoiYTJmYjkzMmI0MDYxNTkwYjk4ZDk4M2MyNjBkMjM5ZDEifQ==,,qxjhsu,"August 8, 2021","<div class=""elementor-widget-container"">
<p><strong>1:02 - BTC TA</strong></p>
<ul>
<li>When there is a very nice breakout you should not hold bias and blindly short every move but go with the trend</li>
<li>It is best not to have a bias and just trade the charts</li>
<li>Important levels are all you need to know to successfully trade</li>
<li>95% of the time you should be doing TA and 5% is taking the trade</li>
<li>When you mark all your levels and price approaches the level of your interest you see in real-time either you will take the trade or not</li>
<li>When Daniel is looking for a VAH of the uptrend move, he takes the lower VAH because he would not long too high</li>
<li>You should not short just because volume is not good but you have to be aware of it</li>
<li>It helps to build bullish and bearish case and see which one is more relevant</li>
<li>To short you need to see the sign of weakness</li>
</ul>
<p><strong>30:30 - POTENTIAL SET-UP</strong></p>
<ul>
<li>Keep in mind that the HTF levels are stronger than intra-day levels</li>
<li>This set-up requires a bit of a skill, it is not too easy</li>
<li>Daniel would always take a short on a deviation of the range because it would be higher risk for him if he did not (he does not care if the trade goes the other way and stops him out).</li>
</ul>
<p><strong>41:56 - Q&amp;A</strong></p>
<ul>
<li>There is a potential bump and run pattern</li>
<li>If price is below the level, Daniel would mark the highest VA, and if price is above VA level Daniel would mark the lower VA level (short as high as possible and long as low as possible)</li>
<li>Breakaway gap is bullish (it should not be filled)</li>
<li>Daniel does not really trade off of gaps but he is aware of them</li>
</ul>
</div>",563d7b460410cf37feb0adeba0e174d4
CHAMPIONS 112 - ChartChampions,https://d272f79eqy1rdf.cloudfront.net/e76de0b6-b571-44d3-96f3-babb13eea534/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTk5NzZkNzE4MyIsImNpcGhlcnRleHQiOiJHcnJ4TWtmT1Fja1lZREFaRXpvdTJlSW9iYkRTRGQ5YTBWZW9KRlRhSEpSTXRTVUdjdkd4dVZNZnl5U0owOGI0IiwiaXYiOiIzZmEyZjAxMmY3NjYyYTE0MjBkMzc1NTkzMjFjZmUyZSIsInNhbHQiOiI4NGM2MzM5NzdkYWU3ZWViY2JhZmM3YWQzY2JhNDAwZSJ9,,qx6lrw,"August 1, 2021","<div class=""elementor-widget-container"">
<p><strong>0:47 - BTC RECAP</strong></p>
<ul>
<li>The gap from the previous week turned out to be a breakaway gap (bullish) - there was nothing but strength after the CME open</li>
<li>Daniel still has the percentage of the long opened as there was no major rejection and support was not lost</li>
<li>Double tops are never to be trusted - they are highly likely to be taken out (SFP)</li>
</ul>
<p><strong>8:11 - BTC TA</strong></p>
<ul>
<li>Daniel keeps the relevant TA from before and marks whatever changed</li>
<li>When something rises so quickly can also go down just as quickly</li>
<li>BTC could also range in a bigger range (towards ATH)</li>
<li>There is a potential of the bump and run pattern</li>
<li>Daniel is not keen on trading second SFP</li>
</ul>
<p><strong>39:16 - ETH TA</strong></p>
<p><strong>41:20 - POTENTIAL SET-UP</strong></p>
<ul>
<li>There are a few options but they are reactionary as there are a few levels of resistance</li>
<li>Daniel always thinks outside of the box and a few steps ahead</li>
<li>He usually takes a day trade based of the reaction and many times it turns into a swing trade</li>
</ul>
<p><strong>56:16 - Q&amp;A</strong></p>
<ul>
<li>Daniel does not use OBV anymore as he does not see it as helpful anymore</li>
<li>Daniel never trusts double tops/bottoms because of the liquidity that is there</li>
</ul>
</div>",4dd1e833eb9b41b10f28a82b18c34caa
